Author,Comment,LikeCount,ReplyCount,neg,neu,pos,compound,Label
@kundanh9989,bhai tumhara sabun slow h kya ?thugesh bhai ne toh kal hi video daal up to date vla,1,0,0.0,1.0,0.0,0.0,Neutral
@mohammadafreen9505,Love you Dhirubhai❤,0,0,0.0,0.323,0.677,0.6369,Positive
@user-no1uq1mp9w,Love from Rampur bhai ❤❤❤❤,4,0,0.0,0.488,0.512,0.6369,Positive
@sahil_ihk_gamer7K,अरे धीरूभाई अपने सब्सक्राइबर को कुछ गिफ्ट में दो मैं बहुत दिन बाद वीडियो देख रहा हूं तकरीबन 4 से 5 महीने हो गए होंगे मैं बहुत टाइम पहले आपकी वीडियो देखा करता था😂😂😂🎉🎉🎉,3,0,0.0,1.0,0.0,0.0,Neutral
@Afifa.Shaikh_,Dhiru bhai yaar relationship ki baat mat karo apni videos mein🥺🥺 hum jaise log relationship khatm hone ke baad aapki videos dekh ke has hasa ke khush ho ke apna relationship bhulaane ki koshish mein hote hain aor aap yaha bhi relationship ghused dere ho yaar bhai mat karo 🙏🏻🙏🏻🙏🏻😭😭 (BTW aapko videos pe bhot saara pyaar❤),0,0,0.0,1.0,0.0,0.0,Neutral
@ashubairwa8929,"RCB bhi jeet gayi  bhai 😂😂
    2024 mai sabke level niklenge 😂",2,0,0.0,1.0,0.0,0.0,Neutral
@probot3509,2:53 pr ye to lakshay choudhary ki script thi na?,3,0,0.0,1.0,0.0,0.0,Neutral
@iiabhi,Love you dhiru Bhai,4,0,0.0,0.417,0.583,0.6369,Positive
@user-lu1nh1mm4k,Dhero bhai ramzaan mubarak bhai love u bhai big fan u bhai,0,0,0.0,0.351,0.649,0.5719,Positive
@user-lu1nh1mm4k,Bhai Happy ramzaan 😊,0,0,0.0,0.351,0.649,0.5719,Positive
@user-mu8hi7go4x,I love you  Di bhai ❤,5,0,0.0,0.417,0.583,0.6369,Positive
@krishnagaming1387,Bhai dono bar Rajat Dalal ne location bheji  par Mila nhi 😂😅,9,0,0.0,1.0,0.0,0.0,Neutral
@yadvendersharma9852,Kon kon dhiru Bhai ko bhot phale se dekh raha hai...❤️🤌,5,3,0.0,1.0,0.0,0.0,Neutral
@ayushmanpandeyji2875,💖🙏🚩🙏🏻🕉️🕉️Jai Shree Ram Ji 🕉️ 🕉️ 🚩 🙏 🙏🏻 🚩 🚩 🙏 🙏🏻 🚩 🚩 🙏 🙏🏻 🚩 🚩 🙏 🙏🏻 🚩 🚩 🙏 🙏🏻 🚩 🚩 🙏 🙏🏻 🚩 🚩 🙏 🙏🏻 🚩 🚩 🙏 🙏🏻 🚩 🚩 🙏 🙏🏻 🚩 🚩 🙏 🙏🏻 🚩 🚩 🙏 🙏🏻 🚩 🚩 🙏 🙏🏻 🚩 🚩 🙏 🙏🏻 🚩 🚩 🙏 🙏🏻 💖💯💯💯💯💯💯❤❤💖❤❤❤❤💖💓💯,4,0,0.0,1.0,0.0,0.0,Neutral
@mayurisarena,Are they advertising astrotalk or astrologer Priya? I mean now a days every youtuber is talking about their experience with astrologer priya on astrotalk.,0,0,0.0,1.0,0.0,0.0,Neutral
@naidakhsegoy1309,Kon kon chahta h dhiru 2024 me jinda (alive)  rhe 😂😂😂,2,0,0.0,1.0,0.0,0.0,Neutral
@user-lb3yg8in4o,1like =1hr padhai,78,5,0.0,1.0,0.0,0.0,Neutral
@Asmitbhaskar.,Kon kon muthal he meri trah ??,33,7,0.0,1.0,0.0,0.0,Neutral
@Mr.LEO_1,Sahi kehriya bhai ye😅,0,0,0.0,1.0,0.0,0.0,Neutral
@UNKNOWN_862,Dhirubhai plz tell me about your mic plz ❤,0,0,0.0,0.698,0.302,0.1531,Positive
@sonammemfanclub4582,कौन-कौन chahta hai ki Dhiru Bhai 2024 mein shaadi kar le 😂😂😂,18,14,0.0,1.0,0.0,0.0,Neutral
@Cuteboy-uv9mm,Hi... Likh du dher sare like milenge ❤,7,0,0.0,0.706,0.294,0.3612,Positive
@user-mf3ou8rp8z,"4:00 dhiru bhai agar itna hi accha hai yeh astrotalk to phir aap yeh puchlo pehle RCB trophy kab jeetegi aur agar sahi bataya tab mein manu 
Arey behen ke ❤do saare youtubers ek hi script bol rahe hain is app ke lie",2,0,0.0,1.0,0.0,0.0,Neutral
@sanjotjagtap573,Dhiru bhai.... family vlog kab aara hai...❤,0,0,0.0,1.0,0.0,0.0,Neutral
@Parthsingh-204,Free fire wale like karo,17,4,0.235,0.196,0.569,0.5267,Positive
@skybaazgamerz9321,1 views  300 likes Power of dhiru monchik ❤🎉,1,0,0.0,0.714,0.286,0.4215,Positive
@Mikey_Rivals,Dhiru Bhai ki video 24 hours mai 20k like aate hai 🙂 bhai dhiruu 24 hours mai 80k+ like to desrve to karta hai but wahi seen na koi reach nhi 🙂🤝❤️,1,0,0.0,0.858,0.142,0.3919,Positive
@silent_world848,Love from faridabad ❤💫💞,0,0,0.0,0.417,0.583,0.6369,Positive
@sabeat3666,सही बोल रहा h रजत मेरे ही कालेज में था वो हम ऐसे ही करते थे क्युकी खुद की यूनिवर्सिटी थी तो लेट एंट्री अलाउड थी और पेपर 15का20 min पहले मिल जाएं करते थे,0,0,0.0,1.0,0.0,0.0,Neutral
@Sachinn.x,"Bhai aaj kal ye sare astro talk ka promotion me lage hue hai jise dekho- Elvish, Neon Man, Lakshay Chaudhary.... Lagta hai astrotalk dabba k paise de rhe hai creators ko😅",1,0,0.0,1.0,0.0,0.0,Neutral
@awmkidgaming2390,"Dhiru bhai apke khene se mene astro talk download kr to liya ye 2min ke bad per/min ke 5 rp kiu mang raha h 😅 app to khe rahe the ki app ki first chat free hogi, first m to inhone mujse meri information hi mang li 😂",0,0,0.073,0.858,0.069,-0.0516,Neutral
@mretcproduction7704,DhiruMonchik ❌ BadmOsh ✅,1,0,0.0,1.0,0.0,0.0,Neutral
@Kapilsao21,RCB jit gai bhai....❤❤❤ First trophy aa gai ❤❤🎉🎉,1,0,0.0,1.0,0.0,0.0,Neutral
@arjunkohli956,कोन कोन चाहता ही धीरू भाई बिग बॉस में जाए आर वहा जाके सब को एंटटेंट करे आर वो सो भी जीत जाए एल्विश भाई की तरह फिर टेरेंड पे आते रहेंगे एक बार वीडियो में बोल के देखो अपने आप ले लेंगे यस या नो जवाब देना धीरू भाई धन्यवाद,0,0,0.0,1.0,0.0,0.0,Neutral
@arjunkohli956,Bhai ma cahata hu dhiru bhai bigg boss ma jana cahye yrr kya banda hai hasta rahata ❤❤❤❤❤❤❤❤❤❤❤❤,0,0,0.0,1.0,0.0,0.0,Neutral
@user-qo2sp7mb8e,Bhai main tho aap ki side ho  bahi ❤🥰,1,0,0.0,1.0,0.0,0.0,Neutral
@SURYA698,Dhiru bhai aaj meri bari hai comment pin kar wa na ki ❤❤❤,1,0,0.0,1.0,0.0,0.0,Neutral
@allentertainment4657,"I stand with Rajat dalal
I sit with Rajeev and 
I sleep with anjalians",1,0,0.0,1.0,0.0,0.0,Neutral
@rajibkarmakar2479,Dhiru bhai mast video hai 😅😅,0,0,0.0,1.0,0.0,0.0,Neutral
@Mr_happyR,Dhiru Bhai bas apki hi video ka intjar tha mujko iss lafde pee😂😂😂 .,0,0,0.0,1.0,0.0,0.0,Neutral
@amitray24131,"Bhai astrologer Priya ya angel priya ...😢😢😅
Sponser ne script me 😉astrologer ka naam nahi bataya 😜to Jo dimag me naam aaye bol do 😂😅",1,0,0.0,1.0,0.0,0.0,Neutral
@iptigeryt5319,Dhiru bhai never disappoints us 😂😂😂,0,0,0.0,0.696,0.304,0.2924,Positive
@jeevaNascent,DHIRU bhai getting handsome day by day ❤,0,0,0.0,0.652,0.348,0.4939,Positive
@vimalshah7452,Iss controversy mein Tarun gill ko laao koi😂😂,1,0,0.0,1.0,0.0,0.0,Neutral
@tasubaki1959,bhaii mein instagram mein hii nhii hu toh screen time kya hii batau,0,0,0.0,1.0,0.0,0.0,Neutral
@zishangaming04yt94,Jeet gyi rcb dhuru bhai 😂,2,0,0.0,1.0,0.0,0.0,Neutral
@krkkabrand154,Is bande ke 4M kro yrr aaplog... Ladka gjb h ye ❤❤❤,0,0,0.0,1.0,0.0,0.0,Neutral
@Xavier777,Jai Shree Ram ❤❤,1,0,0.0,1.0,0.0,0.0,Neutral
@harjassingh7377,"<a href=""https://www.youtube.com/watch?v=qG6Cvd_k4mk&amp;t=632"">10:32</a> bhai apka knowledge to kmal ka hai😂",2,0,0.0,1.0,0.0,0.0,Neutral
@Alwaysrage-wz07,Video kyu delete kari...bhai.😢,0,0,0.0,1.0,0.0,0.0,Neutral
@user-id9xt1wb8e,Bro congratulations for 4 million subs in advance,0,0,0.0,0.606,0.394,0.5994,Positive
@santeetkumar8203,"अनन्त अंबानी की शादी  , इंडियन youtubers की controversy = SBI BOND और EVM  हटावों आंदोलन से ध्यान हटावों का हिसाब चल रहा है DHIRU भाई 🤔",0,0,0.0,1.0,0.0,0.0,Neutral
@tanmaymangal4677,40MIN overall screen time to 3 hours insta I&#39;ve come a long way,0,0,0.0,1.0,0.0,0.0,Neutral
@sanjanasinghsanjana_310,Love you and your videos❤❤....keep it up 🎉🥹💕🫶🫠,0,0,0.0,0.625,0.375,0.6369,Positive
@pratikroy2995,Shaloniyappa kidhar hai bhai bohot dino se video nhi aaya sath me😅,0,0,0.0,1.0,0.0,0.0,Neutral
@user-yh5ku9yu2l,Dhiru bhai jacket acchi lag rahi hai 😊,1,0,0.286,0.714,0.0,-0.34,Neutral
@kushankslife5639,Rajveeer  bhai zindabaad❤❤,1,0,0.0,1.0,0.0,0.0,Neutral
@story.wh1ch,This is tenth video of advertisement of Astro talk app bro...😂😂😂,0,0,0.0,1.0,0.0,0.0,Neutral
@Yamanop2005,Bando ke samne Rajat 🤡<br>Ghar Jake live Mai 🗿,1,0,0.0,1.0,0.0,0.0,Neutral
@hemendrachaudhary4627,Dhiru bhai Rajat bhai ne 1 vs 2 ka challenge diya.  Usko bhi rajveer aur aadi ne accept krke ldne nhi aaya,0,0,0.0,0.822,0.178,0.4404,Positive
@Merii_Marzii,"<a href=""https://www.youtube.com/watch?v=qG6Cvd_k4mk&amp;t=447"">7:27</a> RCB ❤ jeet gai🔥🔥🔥🔥🔥",2,0,0.0,1.0,0.0,0.0,Neutral
@farheensayyed1013,Apke sath h Dhiru ji ❤😂,1,2,0.0,1.0,0.0,0.0,Neutral
@dikarsingh986,Bhaii astrotalk se puchte h ke yeh controversy kab tak chalegi😂😅,0,0,0.0,1.0,0.0,0.0,Neutral
@tanmoy6947,Yr dhiru bhai Dil se pyaar apke liye❤️‍🩹🫂,0,0,0.0,1.0,0.0,0.0,Neutral
@MasterUltraVegito,"<a href=""https://www.youtube.com/watch?v=qG6Cvd_k4mk&amp;t=180"">3:00</a> every youtuber got this same dialog for astrotalk example - thugesh, lakshay choudhary",0,0,0.0,1.0,0.0,0.0,Neutral
@pronabmondal2734,"already tried the exam trick 1 year ago, we were 5 people in the group, in the room we had 3 invigilator nd also cctv still we successfullyexecuted, nd everyone got more than 9 cgpa😂",0,0,0.038,0.962,0.0,-0.0516,Neutral
@thuglifestatus9613,Tera hi intezaar tha😂,0,0,0.0,1.0,0.0,0.0,Neutral
@VIKASPLAZZ,We want dhiru vs thugesh 😅😅 like krdo bhai,1,0,0.0,0.648,0.352,0.4215,Positive
@tuber9992,Bhai ye astrotalk tum saare youtuber ko kharid hi liya kya ? Saare ke saare isi ka pramotion mai hai,0,0,0.0,1.0,0.0,0.0,Neutral
@Socialwings1,Let&#39;s go Bhai,0,0,0.0,1.0,0.0,0.0,Neutral
@satyarthparth1570,Monchik biradari ki  or se ham full support de rhe,1,0,0.0,0.769,0.231,0.4019,Positive
@piyasingh3285,Everything is temporary but astrotalk promotion in every youtubers video is permanent now😂😂😂😂,0,0,0.0,1.0,0.0,0.0,Neutral
@NarayanRitthe,First like and comment..❤❤,0,0,0.0,0.545,0.455,0.3612,Positive
@user-yo8mo9yl4y,Carry ki bhi video a rakhi hai lekin pehle mene Dhiru ki video dekhi ( rajat vs rajveer ke karan)😂,0,0,0.0,1.0,0.0,0.0,Neutral
@arghyasaha1430,Rajveer ne Gaya tha 200 Banda le ke uske Dalal ka ghar mein <br><br>The main thing is Rajat Dalal is criminal thugi and clout chaser Rajveer did the right thing Dalal ka badmoshi khol di,0,0,0.091,0.909,0.0,-0.5267,Neutral
@user-ti5rb1iz2u,Bhai ye astro talk wala script kahi sunela lg rha hai😅😅,2,0,0.0,1.0,0.0,0.0,Neutral
@Ave.Rapperr,Durg city dil se support❤ doshto ish baar 🎙️ tagda dhh leval ka Rap drop hone vale he,0,0,0.11,0.89,0.0,-0.2732,Neutral
@theskyline.X69,Dhirubhai yad dila du app hariyana mein hi rahete  hai😂😂😂😂😂,1,0,0.0,1.0,0.0,0.0,Neutral
@animeboy-ws6yq,"<a href=""https://www.youtube.com/watch?v=qG6Cvd_k4mk&amp;t=540"">9:00</a> mera... &quot;0&quot; 1 years say... Uninstalle hai",1,0,0.0,1.0,0.0,0.0,Neutral
@sahilrehman5305,Bhai ye ad se pehle mujhe laga ayga kuch tagda but ye Moye Moye ho gaya 😂😂,0,0,0.0,1.0,0.0,0.0,Neutral
@Kritika_0119,Ye astrotalk ne sbko sponsorship de di h kya 🙂👌🏻<br>Same script k saath,1,0,0.0,1.0,0.0,0.0,Neutral
@VIRUSHKA833,first like &amp; comment .dhiru bhai,2,0,0.0,0.667,0.333,0.3612,Positive
@PkSameerFF,Sirf wo like karo jo khoobsoorat hai<br>👇👇,1,0,0.0,0.706,0.294,0.3612,Positive
@hackerboy5938,Bhai aaj toh Maine sabse pehele dekhi tmhari video,0,0,0.0,1.0,0.0,0.0,Neutral
@manishjatav539,Dhiru bhaiya app itni achi<br>Video banate ho fir bhi tumhare followers kyu nai bad rahe h❤❤,0,0,0.189,0.811,0.0,-0.5423,Neutral
@music_house77,Ek main hi hu kya jisko kuch ata pata hai ni but dhiru ki video dekhni zaruri hai😂,1,2,0.0,1.0,0.0,0.0,Neutral
@user-rj2do4qi4v,Dhiru bhai ap kabse feature dekhane lage apne bola or waha RCB <br>ne pehli trophy jit li,0,0,0.0,1.0,0.0,0.0,Neutral
@SimranSilawat-dd6gv,Ap ke kl wali video delete kyu ho gyi,0,0,0.0,1.0,0.0,0.0,Neutral
@Dogra0.7,Driru bhai k hall hai,1,0,0.0,1.0,0.0,0.0,Neutral
@__-om7sf,🤔 script thodi same same nhi lgi lakshay bhaiya see ??,0,0,0.0,1.0,0.0,0.0,Neutral
@imyour3654,Kono kono chahta hai ki dhiru bahi big boss 18 mai jaaye,1,0,0.0,1.0,0.0,0.0,Neutral
@Karan-jk8rc,Dhiru bhai Undertaker per video bnao tumko tumhari man ki Kasam❤,0,0,0.0,1.0,0.0,0.0,Neutral
@NarutoshippudenEnglish43,"<a href=""https://www.youtube.com/watch?v=qG6Cvd_k4mk&amp;t=78"">1:18</a> 😂😂😂",2,0,0.0,1.0,0.0,0.0,Neutral
@user-kk9ro7pj5t,Bhai mai Rajat Dalal ka bahut bada fan hun uski har video par gali deta hun 🥲,1,0,0.0,0.867,0.133,0.3182,Positive
@pushpenderbannn1019,Bigg fan yaar <br>Aap kabhi reply nhi dete🙄☹️☹️☹️,0,0,0.0,0.753,0.247,0.3182,Positive
@shikhasingh9954,Are dhiru sir same line vo app ki Lakshya sir ne bhi bola tha😂,0,0,0.0,1.0,0.0,0.0,Neutral
@nitinjaiswal6571,"Bhai - Ye Sher 🦁, Cheeta 🐆, Jaadu 🧹, Panchi 🐦, Cheeti 🐜 per Video kab banegi, MOST WANTED hai inn per ek detailed Roast 😂 Video, please do it, Thanks in Advance 🙏🏻",0,0,0.0,0.848,0.152,0.6369,Positive
@PadmajaMohite-qe1rs,"Ha bhai tum aur thugesh, fukra, triggered insaan koi bhi karlo zagda .. hume isme jyada interest ayega😅😁❤️🥰",1,0,0.0,0.748,0.252,0.6597,Positive
@UvBanna86,"<a href=""https://www.youtube.com/watch?v=qG6Cvd_k4mk&amp;t=206"">3:26</a> Wah Dhiru Bhai Kya Acting Kar Re Ho Sab Bas Astrotalk Use Hi Krte Hai Koi Sponsor To Karta Hi Nhi",1,0,0.0,1.0,0.0,0.0,Neutral
@AbhiKumar-do3rr,"<a href=""https://www.youtube.com/watch?v=qG6Cvd_k4mk&amp;t=385"">6:25</a> Aap Triggered bhai se ladlo kyu ki unhone aapke Thar le gae 😅😂😂🤣🤣",1,0,0.0,1.0,0.0,0.0,Neutral
@XYZCraftz,Dhiru Bhai Aaja Kabbadi ke akhare me 😂,1,0,0.0,1.0,0.0,0.0,Neutral
@aryan2896,Rajat dalal be like : Ab tu gya beta ab dekh tu ..... <br>Bara ungli kiya hai na live location pe aa 😂,1,0,0.0,0.889,0.111,0.3612,Positive
@rashidvines1615,Awesome dhiru bhai😂,0,0,0.0,0.328,0.672,0.6249,Positive
@lakshyavivek4053,"<a href=""https://www.youtube.com/watch?v=qG6Cvd_k4mk&amp;t=302"">5:02</a>  Bhai  momentum ki application  hai ye",1,0,0.0,1.0,0.0,0.0,Neutral
@kritumish5230,Dheeru Bhai new vedio delete ho gyi kya🧐🧐🧐🧐🧐,0,0,0.0,1.0,0.0,0.0,Neutral
@tostoppable2045,Dhiru Bhai ultra pro Max 😂😂🎉,0,0,0.0,1.0,0.0,0.0,Neutral
@Shayarihub2520,Dhiru Bhai tum kab controversy kar rhe go,0,0,0.0,1.0,0.0,0.0,Neutral
@lazymediaOG,Rajat ko support karne Wale wahi jaat hain jo vinesh phogat or baaki women wrestlers k saath nahi aaaye. Olympics asian games and commonwealth  games winner hain wo. Mazak chal raha tha kya tab,0,0,0.0,0.827,0.173,0.7579,Positive
@mrajju1763,Jeet gye dhiru bhai RCB ❤,0,0,0.0,1.0,0.0,0.0,Neutral
@Blackwidow7457,In logo ke lafde me Mera screen time 17 18 hour ja rha hai raato ko uth uth ke dekhta hu kisi ne story to lagayi hi hogi😂😂😂😂,0,0,0.0,1.0,0.0,0.0,Neutral
@LOFIZZ-qz5rn,bhai astrotalk wale ne mera bhi detail puch kar bola aap bhi influencer ho tbhi mne uninstall mar diya aur gali alg di,1,0,0.0,1.0,0.0,0.0,Neutral
@heavydriver2.06,Dhiru... Bhai aap video dal ke humko call kar Diya kigye late ho jata h video dekhne me 😅😅,0,0,0.0,1.0,0.0,0.0,Neutral
@indaltiwariindaltiwari4489,Bhai me Instagram nahi chalta ho,1,0,0.0,1.0,0.0,0.0,Neutral
@darkofficial609,Ove you bro❤,0,0,0.0,1.0,0.0,0.0,Neutral
@user-uo2em4ct5c,Am I the only one who thinks arpit Bala and dhiru looks similar,1,0,0.0,1.0,0.0,0.0,Neutral
@yashtomar8801,Rajveer ❤,2,0,0.0,1.0,0.0,0.0,Neutral
@SahinAkhtar-ws2yh,Dhiru k videos dekh k maza aajata hai😂,0,0,0.0,1.0,0.0,0.0,Neutral
@unboxerinsaan1710,Mst video hai bhai,1,0,0.0,1.0,0.0,0.0,Neutral
@thedreamerthatdreams,Lafada hi lafada hi hoga... 😂😂😂😂 e- lafada... Best entertainment... ✨,0,0,0.0,0.682,0.318,0.6369,Positive
@vishalkushwah421,Dhirubhai ko support kare Bhai plzzz ❤❤,1,0,0.0,0.69,0.31,0.4019,Positive
@ytfan4238,Dhiru Bhai aap bhi controversy krlo subs badh jayenge 🤡,0,0,0.0,1.0,0.0,0.0,Neutral
@razzzgotrizz,"Bhai dhiru triggered ko kiss krra tha aur abh <a href=""https://www.youtube.com/watch?v=qG6Cvd_k4mk&amp;t=578"">9:38</a> like helluuuu",1,0,0.0,0.675,0.325,0.6486,Positive
@PubgPoor618,bhai mumkin londa ne apke upar video banai he,1,0,0.0,1.0,0.0,0.0,Neutral
