Author,Comment,LikeCount,ReplyCount,neg,neu,pos,compound,Label
@sahinsapanda107,👌👏👍👍,0,0,0.0,1.0,0.0,0.0,Neutral
@user-qb7hs8kr5y,Darun darun,0,0,0.0,1.0,0.0,0.0,Neutral
@avikdey6818,Fine,1,0,0.0,0.0,1.0,0.2023,Positive
@rammyabandara7666,😍😍😍😍😍😍🥰🥰🥰,1,0,0.0,1.0,0.0,0.0,Neutral
@Singer_Sharma.,👌👌👌👌👌,0,0,0.0,1.0,0.0,0.0,Neutral
@MithunTalukdar-jh4wv,"বাংলাদেশ থেকে, আপনার চরণে প্রণাম জানাই দিদি💓🙏🙏",1,0,0.0,1.0,0.0,0.0,Neutral
@subhamoysen9663,❤❤❤❤❤,0,0,0.0,1.0,0.0,0.0,Neutral
@arunavachatterjee_artist7502,❤️❤️❤️,0,0,0.0,1.0,0.0,0.0,Neutral
@user-ij9cj2rv8g,Enthaai sureeeeeeeeeeeeeli voicee,1,0,0.0,1.0,0.0,0.0,Neutral
@aaryanmallik2005,❤❤❤❤❤❤❤,0,0,0.0,1.0,0.0,0.0,Neutral
@bunjaykididi,❤,0,0,0.0,0.0,0.0,0.0,Neutral
@amosvlogs6723,❤️❤️❤️🙏,1,0,0.0,1.0,0.0,0.0,Neutral
@abhi-sheikh,Want to hear a studio version of tu hi re from Shreya ❤,1,0,0.0,0.885,0.115,0.0772,Positive
@erajskitchen2875,I like ur song 🎵,0,0,0.0,0.444,0.556,0.3612,Positive
@raginisinghmusic1425,"Adarsh h mam ap meri...
Bhgwan kre aap hamesha khush rhe lambi bakshe rab apnu... I love you so much mam 😘",0,0,0.0,0.811,0.189,0.6369,Positive
@kamalchakraborty9888,Very beautyful  🎉❤😊 Shreya mam  from  (ARUNACHAL PRADESH),0,0,0.0,1.0,0.0,0.0,Neutral
@karanpathak4261,Happy birthday medam,1,0,0.0,0.351,0.649,0.5719,Positive
@rimjhimagrawal1255,❤❤,0,0,0.0,1.0,0.0,0.0,Neutral
@adarshgarg5045,Wahh taj ☕,0,0,0.0,1.0,0.0,0.0,Neutral
@RabitaDeka-bt6un,Mor favorite moon🌕,0,0,0.0,1.0,0.0,0.0,Neutral
@RabitaDeka-bt6un,Mor kolija,0,0,0.0,1.0,0.0,0.0,Neutral
@juliethalder1324,Tomar Gola joltorongor chaite mishty! Mone hoy jhorna boiche!! ❤,0,0,0.0,1.0,0.0,0.0,Neutral
@AbdulRahmanKhan-yh5zt,Nice princess Shreya Ghosal ji nice singing,0,1,0.0,0.472,0.528,0.6808,Positive
@mohammeezafar9636,Soooooooooo Beautiful Voice Shriya Ghoshal I love Shriya Ghoshal Voice my favorite❤❤❤❤❤❤❤,0,0,0.0,0.526,0.474,0.8442,Positive
@hironyanarah7140,Nice,0,0,0.0,0.0,1.0,0.4215,Positive
@user-ro3jx5zk7z,a ha haa 💁more Piya talery,1,0,0.0,0.625,0.375,0.34,Positive
@101EREN,Goddess 😂❤,0,3,0.0,1.0,0.0,0.0,Neutral
@tasneemhalai7793,Shreya is next lata g,1,0,0.0,1.0,0.0,0.0,Neutral
@GilesHartop,lol baby says hi,1,0,0.0,0.517,0.483,0.4215,Positive
@rachanaagarwal765,Mam please kuch bhajan gaaiye,0,0,0.0,0.635,0.365,0.3182,Positive
@shoshinsamurai7901,"I am a big fan, but see where your kids is going.",0,0,0.0,0.845,0.155,0.1655,Positive
@shirishnagarkar5963,"Nice.

Who is the santoor player?",0,0,0.0,0.641,0.359,0.4215,Positive
@ssworld23,Hello mam,1,0,0.0,1.0,0.0,0.0,Neutral
@umamaheswari6354,"Instrument is jalathaeangam, not santoor😮",0,0,0.0,1.0,0.0,0.0,Neutral
@Prasen1729,"IMHO, Santoor is too loud compared to the voice. :-) it sounds more electronic than acoustic, perhaps to due to the sound system, but what a gem she is. He is also very talented.",0,0,0.0,0.826,0.174,0.7607,Positive
@kafaqahmedafaqahmedahmed3073,"Hi
❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤
KAISE.     HO.     AAP
YEH      NA.     SAMAJHNA.      HAM
YAAD.     NAHI.     KARTE
YAAD.     KARTE.     HAIN
MAGAR.     KYA.     KAREN
AAP.     NE.     HI.     MAJBOOR.     KARDIYA
HAMEN
SHREYAAFAQ AS K AFAQ AHMED
❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤",0,0,0.0,1.0,0.0,0.0,Neutral
@SWARNADEEP88,"Tempo problem .
Mam
Baddo instrumental laglo",0,0,0.351,0.649,0.0,-0.4019,Neutral
@GhulamAbbas-wj3ox,Please loose half of your weight. I am your biggest fan.please take care of your self. From uk.,0,0,0.106,0.642,0.252,0.4939,Positive
@mamathacnjain,❤❤❤,0,0,0.0,1.0,0.0,0.0,Neutral
@annapurnasarkerhia679,❤,0,0,0.0,0.0,0.0,0.0,Neutral
@superbsinging8349,❤❤,0,0,0.0,1.0,0.0,0.0,Neutral
