Author,Comment,LikeCount,ReplyCount,neg,neu,pos,compound,Label
@indreshkannoujia1267,Sir kase le wholesale market price me please reply 🙏,1,0,0.0,0.777,0.223,0.3182,Positive
@P.sycheExplorers,Sir plz next video on home improvement products 📦📦,1,0,0.0,0.619,0.381,0.5106,Positive
@akshitkumar3799,How many categories are sale in eCommerce??,0,0,0.0,1.0,0.0,0.0,Neutral
@abhayjuneja7781,Sir apne ye nahi btaya ki Alibaba se kaise ayega ye product india,0,0,0.0,1.0,0.0,0.0,Neutral
@PreetKaur-wi1il,Messho fer sell karna ka liya product kha sa buy kara,0,0,0.0,1.0,0.0,0.0,Neutral
@shortmovie4058,"Sir, artificial jewellery category. Please make a proper video.... From Alibaba... etc",0,0,0.0,0.813,0.187,0.3182,Positive
@ShubhamVlogs913,Cyber bhai mujhe yeh kam karna hai kesa Karu berojgar hoon resalling karta hoon par mujhe seller banna hai,0,0,0.0,1.0,0.0,0.0,Neutral
@GetinTech,Sir clothing category,0,0,0.0,1.0,0.0,0.0,Neutral
@ashifbora2176,Sir Jo product 299 me sell ho rhahe to usme profit kaise hoga Amazon ya Flipkart ke charges kya hotehe lo price product par,3,1,0.076,0.758,0.166,0.3612,Positive
@MdAftab-un9jt,Sir category mosquito net,1,0,0.0,1.0,0.0,0.0,Neutral
@Djdhanumusic,Bhai Flipkart per ID kaise banaen Bina GST number ka kuchh upay batao bhai please bhai,0,0,0.0,0.795,0.205,0.3818,Positive
@Djdhanumusic,Bhai Flipkart per ID kaise banaen Bina GST number ka kuchh upay batao bhai please bhai,0,0,0.0,0.795,0.205,0.3818,Positive
@uniqueshop2,"Hello sir 
I am from Bangladesh and i am selling in daraz Bangladesh. 
Can you please suggest some products. 

Thanks",0,0,0.0,0.755,0.245,0.6369,Positive
@sellerguru613,India Mart Se Product Find kar ke video banao,0,0,0.0,1.0,0.0,0.0,Neutral
@user-cp6wt4ci7d,"Sir please mere kitchen and home , tea, jewellery category pe research kar ke send kar do sir",0,0,0.0,1.0,0.0,0.0,Neutral
@user-cp6wt4ci7d,Sir mera category tea toy aur jewellery home,0,0,0.0,1.0,0.0,0.0,Neutral
@alamkhankhan6838,BAHI APP BATASAKTE HO ONLINE SHIPPING KE BARE ME,0,0,0.0,1.0,0.0,0.0,Neutral
@abgnewswetalklive1398,Alibaba se order kese krna h ye to aapne btaya hi nhi or video pura dikha diya,0,0,0.0,1.0,0.0,0.0,Neutral
@jyotirmayeemohanta7909,Ap jo sab product ka bare me bole o sab sell karne ke liye kan sa type ka GST nikal na padega. Regular GST me hoga kya.,0,2,0.0,1.0,0.0,0.0,Neutral
@kalyanishukla1396,House organiser,0,0,0.0,1.0,0.0,0.0,Neutral
@aaryanaaryan9394,1.Sir mujhe new business start krna hai kya mai apne papa ka shop ka gst no use kr shkte hu kya?,0,1,0.099,0.901,0.0,-0.296,Neutral
@Mt_vlogs789,mujhe digital marketing sikhna hai,0,0,0.0,1.0,0.0,0.0,Neutral
@Nikhat_diaries,Meri category hai shoes..,0,0,0.0,0.465,0.535,0.3182,Positive
@Nikhat_diaries,Please sagess me,0,0,0.0,0.465,0.535,0.3182,Positive
@chotabhairohan,Electronic,0,0,0.0,1.0,0.0,0.0,Neutral
@techsp1838,Bina GST ke products,0,0,0.0,1.0,0.0,0.0,Neutral
@user-qn2po2ul5b,Cosmetic,0,0,0.0,1.0,0.0,0.0,Neutral
@Anvicreation2025,Sir meri category clothing h,0,0,0.0,1.0,0.0,0.0,Neutral
@mrRohit-nc8nz,Mobile gajets leptop assesaary,0,0,0.0,1.0,0.0,0.0,Neutral
@rajeshaneja8257,"Hello brother 
Chor customer kay kary",0,0,0.0,1.0,0.0,0.0,Neutral
@oneonlyraj829,Mera Catagory hai = Home Cleaning Products,0,0,0.0,1.0,0.0,0.0,Neutral
@4kringtone21,Sir me ek help maga tha,0,0,0.0,0.649,0.351,0.4019,Positive
@user-eq8rp4bt9p,Hi,0,0,0.0,1.0,0.0,0.0,Neutral
@boltmusic2123,Sir meri category hai clothing & Artifical jewellery,1,1,0.0,1.0,0.0,0.0,Neutral
@mbflynn3357,hello,0,0,0.0,1.0,0.0,0.0,Neutral
@shahidmdofficial,Jwellery catagory kaisi rahegi?,1,4,0.0,1.0,0.0,0.0,Neutral
@sacchaikirah9132,Alibaba se product INDIA kaise import kare?,1,1,0.0,1.0,0.0,0.0,Neutral
@fakhruddinsiddiqui4761,Fakhruddin siddiqui,0,0,0.0,1.0,0.0,0.0,Neutral
@mukeshparihar1152,Sir meri cataegory Home furnituring hai to kitne din me order aa jayega 1st,8,15,0.0,1.0,0.0,0.0,Neutral
@fashioniconsetthetrend1490,Fashion clothing,0,0,0.0,1.0,0.0,0.0,Neutral
@samirshaikh6588,sir I need your help how can I contact you.,0,0,0.0,0.722,0.278,0.4019,Positive
@rituraj8461,sir i am new seller on Flipkart..can you please help me...share your contact information please,0,0,0.0,0.601,0.399,0.743,Positive
@amitvoravapi,Sir me ye sab product in stock rakhe business karta hu agar kissi ko chahiye to me help kar duga,0,1,0.0,0.876,0.124,0.4019,Positive
