Author,Comment,LikeCount,ReplyCount,neg,neu,pos,compound,Label
@user-ux3bf4ub2s,Kon kon 100 coin ke lia aaiye haa,179,12,0.0,1.0,0.0,0.0,Neutral
@Kaithleen,Hello sar aap jab bhi code share karte Ho to mere app mein code nahin lag raha😢 hamesha and invalid batata hai please help,0,0,0.081,0.676,0.243,0.5859,Positive
@user-io1oz3fq2o,You don't really share the app link so dnt fool us,19,3,0.37,0.63,0.0,-0.6466,Negative
@user-lz5jb6cv9c,Nicely information about your hard work video,1,0,0.151,0.538,0.312,0.3612,Positive
@Sukhdev-nx6rw,Amazing explanation video ❤❤❤🎉,1,0,0.0,0.441,0.559,0.5859,Positive
@BihariGaming57,Bhi aap se meri ek bi earning nyi hoti but aapke app se ab earning hoti hai thank you bro,0,0,0.0,0.854,0.146,0.5023,Positive
@TechnicalStar17,Mat karna me Esme 30ruppy har gaya pesa barbad huaa Mera AEK bhi match jita nahi 😢😡,2,0,0.0,1.0,0.0,0.0,Neutral
@TechnicalStar17,Refer code?,0,0,0.0,1.0,0.0,0.0,Neutral
@ravan7794,Account bhi hack ho skta h isliye Mt download kro dusri video dekho,17,0,0.0,1.0,0.0,0.0,Neutral
@Jenny-wl6me,"Wrong information don't share , don't make us fool",1,0,0.545,0.455,0.0,-0.7184,Negative
@Jenny-wl6me,"Don&#39;t provide wrong information, Don&#39;t fool us",0,0,0.545,0.455,0.0,-0.7184,Negative
@Jenny-wl6me,"Don&#39;t provide wrong information, Don&#39;t fool us",0,0,0.545,0.455,0.0,-0.7184,Negative
@Lovefact0,Nice brother 🎉❤,3,0,0.0,0.417,0.583,0.4215,Positive
@Tryinghardz,I just did my first redeem in UPI still didn't receive 😭 need help 🙏,0,0,0.17,0.83,0.0,-0.3089,Neutral
@letsplay8709,Where is the referral code,0,0,0.0,1.0,0.0,0.0,Neutral
@konnasankarrao6766,Where is referred code,1,0,0.0,1.0,0.0,0.0,Neutral
@Capt.scorpian,Bhai yai coin redeem hota hain ya fir nehi??,1,0,0.0,1.0,0.0,0.0,Neutral
@praveengopalakrishnapillai227,Appreciate your hard work,10,0,0.072,0.513,0.415,0.7717,Positive
@praveengopalakrishnapillai227,Good hard work and great effort behind the video to reach out for us,2,0,0.072,0.513,0.415,0.7717,Positive
@SquadGaming5386,Where is code bro 😢,0,0,0.0,1.0,0.0,0.0,Neutral
@vikassrivastave5244,You give a great Paytm earning app for students,0,0,0.0,0.631,0.369,0.6249,Positive
@rahuljinjuvadiya2130,"Sir invite code kahase Dale ,konsa",7,0,0.0,1.0,0.0,0.0,Neutral
@rahuljinjuvadiya2130,"Sir aap cricket khelte ho, aapki baju main trofi hai esi liye pucha",1,0,0.0,1.0,0.0,0.0,Neutral
@monaliashmit5758,Sir dhire btaya kro.. Or smza smza mkr btaya kro... Bhut chilaa chilaa k btate ho..... Me aapke video dekhti hu,0,0,0.0,1.0,0.0,0.0,Neutral
@akshaygupta5731,Thank you so much for suggest this app.. Play and earn money.,0,0,0.0,0.671,0.329,0.5994,Positive
@Pradeepeditz99,Bina deposit ke game nahi khel sakte 😢,1,0,0.0,1.0,0.0,0.0,Neutral
@user-cx9td5ny1c,Very great informative earning video well done🎉,0,0,0.0,0.435,0.565,0.7574,Positive
@Karn-72,Bahut badhiya apne gameing earning application video kale thanks you,0,0,0.0,0.756,0.244,0.4404,Positive
@CRICKET__SHORTS__773,Where is refral code,0,0,0.0,1.0,0.0,0.0,Neutral
@BollywoodStar-ef8iy,Tq sir apki vajh se main daily ka 600/1200 kma rha hu 🎉 DP me number hai,0,0,0.0,0.92,0.08,0.0772,Positive
@GoutamDas-dd7yk,3:40,1,0,0.0,1.0,0.0,0.0,Neutral
@KB_Sangeet,Subway surf kidar Hai bhaii bakwas appsss don't invest in those...apps Guyz ..,1,0,0.0,1.0,0.0,0.0,Neutral
@niteshmourya5889,Kaam karo aur pe shot se bhi withdraw nhi aa ya solve this problem,0,0,0.185,0.709,0.106,-0.3237,Neutral
@silent_boy_editz,Applying code...?,0,0,0.0,1.0,0.0,0.0,Neutral
@twinklebapunofficial6969,Very informative and useful app,0,0,0.0,0.558,0.442,0.4877,Positive
@user-yv8ts6mm4j,Amazing ❤,1,0,0.0,0.0,1.0,0.5859,Positive
@PiyushWahekar,2:03,1,0,0.0,1.0,0.0,0.0,Neutral
@mukeshnagdev499,Bhai tumara koi jawab nahi awesome loot hai paise kamane ka leye ❤,0,0,0.0,0.728,0.272,0.6249,Positive
@DharmpalSingh-ms7iq,Bhai Mera hind cash wallet redem nahi ho rha ha,1,0,0.0,0.789,0.211,0.34,Positive
@GaneshGaikwad-cb7yj,Bahut hi badhiya application loot hain vishal bhai ❤️,0,0,0.0,1.0,0.0,0.0,Neutral
@dxgaming4924,Thanks for amazing video very helpful for earning money,0,0,0.0,0.38,0.62,0.8687,Positive
@kiranbhaika5243,Mil ta jande withdrawe ne hunda  app ch he peye rahnde paise😂😂,0,0,0.0,1.0,0.0,0.0,Neutral
@WantedShorya2009,Bhai mera paytm ka signup otp nahi aa raha h. Plz helo kardo🥺,0,0,0.0,0.902,0.098,0.0772,Positive
@METahirAPhansopkar,Subway surfers old version,1,0,0.0,1.0,0.0,0.0,Neutral
@sainath.karad.2024,Code nahi Mila kahase le invite code,0,0,0.0,0.789,0.211,0.1531,Positive
@THE.NOOBS.0,Refer code ? 😂,1,0,0.0,1.0,0.0,0.0,Neutral
@Abhay_Shaw,Awesome application bro ❤,0,0,0.0,0.328,0.672,0.6249,Positive
@romanreigns4494,Thumbnail mein without investment aur video ke andar deposit..😂😂😂,0,0,0.0,1.0,0.0,0.0,Neutral
@RajaKumar-vm3bc,Superb bhai mere love u❤️,0,0,0.0,0.265,0.735,0.8519,Positive
@ATgamer-lk5hs,Referral code kaha hai bro,0,0,0.0,1.0,0.0,0.0,Neutral
@MintooBansal-lf3yk,Amazing sir 🎉🎉 video 👌🏼👌🏼 app 👍🏼👍🏼 Bhai 😀😀😀😀😀,0,0,0.0,0.678,0.322,0.5859,Positive
@ASMR_family2367,Bhai OTP ke baad verify hi ni kr rha ye app toh,0,0,0.0,1.0,0.0,0.0,Neutral
@sujalpruthi1122,Code ??,0,0,0.0,1.0,0.0,0.0,Neutral
@sidhardvrma6531,Nice video ❤❤ love from Tripura ❤❤,0,0,0.0,0.417,0.583,0.7906,Positive
@Tashal505,Bonus ko use nhi kr pa the or jit ke bhi winning ke pese nhi AA rhe,0,0,0.0,0.685,0.315,0.7845,Positive
@story_yt7859,Nice 🤠 video 📷😊🙂😉😀😃,1,0,0.0,0.417,0.583,0.4215,Positive
@Ashishmehra2006,Refer code kidr hai ?,0,0,0.0,1.0,0.0,0.0,Neutral
@gocrazyvideos4279,kya apkey channnels ki videos sahi hoti hai facke to  nahi hoti hai kya,0,0,0.0,1.0,0.0,0.0,Neutral
@Onetapgamer837,Code nahi mila,1,0,0.0,1.0,0.0,0.0,Neutral
@YASHPALGEMAR,Love you bhi ❤❤,1,0,0.0,0.417,0.583,0.6369,Positive
@ALONE-by2jf,Bhai refferal code kaha ha,0,0,0.0,0.625,0.375,0.34,Positive
@Alimudeen.Z,Deposit bhi karna padega without investment nahi hai,0,0,0.0,1.0,0.0,0.0,Neutral
@PiyushHingorani,This is not the write way to earn money these are fraud channels they manipulate PPL,0,0,0.202,0.798,0.0,-0.5859,Negative
@bharathbharu9612,Fake a bhai,18,2,0.756,0.244,0.0,-0.4767,Neutral
@PatelK.P,Kon kon 100 coin vali game bahuti acchi lagi bhaya 🎉🎉🎉🎉🎉,0,0,0.0,1.0,0.0,0.0,Neutral
@bhojrambhuarya1403,Nice video 🎉🎉🎉,1,0,0.0,0.417,0.583,0.4215,Positive
@Shortscreatorakash,Page not found 😂,0,0,0.0,1.0,0.0,0.0,Neutral
@sakhawatkhan5783,Nice 👍❤,2,0,0.0,0.0,1.0,0.4404,Positive
@sakhawatkhan5783,Good 👍,1,0,0.0,0.0,1.0,0.4404,Positive
@surajboga6850,This is a good application in pocket money,0,0,0.0,0.674,0.326,0.4404,Positive
@user-pr5xp4ur2w,Best knowledgeable video,0,0,0.0,0.323,0.677,0.6369,Positive
@anupriyarani1553,Very useful nd informative video,0,0,0.0,0.556,0.444,0.4927,Positive
@M.J.Gohil_777,Dosto eske sabhi video fack hai meine sabhi video dekh liya hai ae log vahi batata hai jisme usika hi fayda hota hai apna sirf time pass hota,0,0,0.0,1.0,0.0,0.0,Neutral
@user-jp9lk9xe8d,Bhai aap bahut real video bnate ho ❤,0,0,0.0,1.0,0.0,0.0,Neutral
@Arifmandall,Vai mara pay shot app par task nahi araha ha new task nahi a raha ha 😞,0,0,0.077,0.659,0.264,0.5267,Positive
@JanmeshYadav-po8ot,Thanks bhai this is very best😮,0,0,0.0,0.633,0.367,0.4404,Positive
@Factonadam,Bhai peshot ka withdrew nahi aya hai plz reply 🙏🙏🙏🙏🙏,0,0,0.0,0.874,0.126,0.0772,Positive
@user-uj3lh2hc4e,Link may to kuch or hi open ho rha,0,0,0.0,1.0,0.0,0.0,Neutral
@taherashaikh4809,Nice Brother......Kaamkaro me maine 2 apps ka install task Kiya add me lekin fir bhi bar bar failed bata raha h😢,0,0,0.137,0.747,0.116,-0.128,Neutral
@KaushalKumar-tp3rf,Refreal code diya he nhi😢,0,0,0.0,1.0,0.0,0.0,Neutral
@NOBITA__2K4_,Your voice is ❤❤,0,0,0.0,1.0,0.0,0.0,Neutral
@Soft_chill432,Thank you sir aapne jaise btaye vaise he follow kiya or daily income 8k-9k ho jata ha ❤,0,1,0.0,0.754,0.246,0.5994,Positive
@user-pn1lw7wd8h,Amazing 😍🎉🎉,0,0,0.0,0.208,0.792,0.5859,Positive
@krishnamandal7149,Good job Life earning❤ like app,0,0,0.0,0.426,0.574,0.6597,Positive
@Kaylash_21,Amazing 🎉❤,0,0,0.0,0.208,0.792,0.5859,Positive
@LALITAKUMARI-wf5vm,Nice app sir open box me coin s badha dijiye please,0,0,0.0,0.611,0.389,0.6249,Positive
@vijayrathod9576,Nice video bhai 👌👌👌<br>Amazing video,0,0,0.0,0.588,0.412,0.4215,Positive
@babulalkole3207,Ooo wow Game too Dhamaka hai😮😮😮😮😮😮😮😮😮😮😮😮😮,0,0,0.0,0.568,0.432,0.5859,Positive
@rajshorts19,i love your video bro.❤😊,1,0,0.0,0.417,0.583,0.6369,Positive
@mdmunnawar985,Referal code kaha h,0,0,0.0,1.0,0.0,0.0,Neutral
@bhaktispecial3201,Bro iss app main investment krke hi earning ho skta haj,0,0,0.0,1.0,0.0,0.0,Neutral
@fearlessatif1,Thanks for the application,0,0,0.0,0.508,0.492,0.4404,Positive
@AsmrTobom,Referal code kya hai bhai,0,0,0.0,1.0,0.0,0.0,Neutral
@Hansoaurhansao787,Aisa video mere ko pura YouTube mein nahin😊,0,0,0.0,1.0,0.0,0.0,Neutral
@dynamind9934,Sir payshot ka payment nahi aaya abhi Tak kal lagaya tha kab aayega batao sir aapne sure shot bola tha,0,0,0.0,0.892,0.108,0.3182,Positive
@PraveshPatidar-tc1vm,Phale me garib tha ap ki video dhak kar me aj bhikhri hu 😢,0,0,0.0,1.0,0.0,0.0,Neutral
@SLyrics07,"Video starts at <a href=""https://www.youtube.com/watch?v=P2Kav8IInns&amp;t=78"">1:18</a>",0,0,0.0,1.0,0.0,0.0,Neutral
@LuckyKumar-yu2py,Sir mera kaamkaro app me 20 rupiyo ka upi me mement nahi aaya hai,1,0,0.0,1.0,0.0,0.0,Neutral
@user-ud8yo4wl4r,Recharge nhi karne se game khel nhi sakta,0,0,0.0,1.0,0.0,0.0,Neutral
@nishantlad8965,Where is refer code,1,0,0.0,1.0,0.0,0.0,Neutral
@Ais1234_1,Awesome video,1,0,0.0,0.196,0.804,0.6249,Positive
@vishalff8091,New earning app for YouTube,0,0,0.0,1.0,0.0,0.0,Neutral
@avijitchatterjee5479,Nice Video,1,0,0.0,0.263,0.737,0.4215,Positive
@kusalhazra7769,Refferal coin nahi ho ra hai,0,0,0.0,1.0,0.0,0.0,Neutral
@sonujha-dw4uo,Code kahan hai,0,0,0.0,1.0,0.0,0.0,Neutral
@ToxicDemon007,Thanks bro main online work karke daily 1k/2k Kama rha hoon 🎉🎉 DP main number hai,0,0,0.0,0.769,0.231,0.4939,Positive
@ganeshgayke5129,Aare Bhai game kaha hai subr surf kaha hai,0,0,0.0,1.0,0.0,0.0,Neutral
@SUJATALima,"<a href=""https://www.youtube.com/watch?v=P2Kav8IInns&amp;t=156"">2:36</a> app name 😂😅😊",0,0,0.0,1.0,0.0,0.0,Neutral
@shailesh.208,अमिताभ बच्चन वाला वह दिए थे वह हिंदी में कैसे करके जीते और पैसे वीडियो कैसे होगा उसका उपाय बताओ सवाल दिए थे आप वाला ऐप है उसकी वीडियो कैसे किया जाए हिंदी में कैसे किया जाए,0,0,0.0,1.0,0.0,0.0,Neutral
@Storiesofother,Bhai refferal code khaa h,0,0,0.0,1.0,0.0,0.0,Neutral
@RubiKumari-xj6pe,Thank u for best earning app,0,0,0.0,0.309,0.691,0.7717,Positive
@AryanKumar-fp1bn,Kitne log isse earning kar raha hai bro ....,0,0,0.0,1.0,0.0,0.0,Neutral
@user-ye5uu7ct2t,Nice video ❤❤❤❤❤❤,1,0,0.0,0.417,0.583,0.4215,Positive
@dnvloger9237,Amazing🎉❤,0,0,0.0,1.0,0.0,0.0,Neutral
@towfeeqtariq1,Bonus not use,0,0,0.0,0.364,0.636,0.5423,Positive
@RehmanKhan-ln3sz,Invite code kya hai bhai yeh toh bata de,0,0,0.0,0.833,0.167,0.1531,Positive
@user-mf4hb8px8r,Sir kam karo app par kesei url link lagai,0,0,0.0,1.0,0.0,0.0,Neutral
@reenaraikwar5545,Bhaiya mere hindcash  wallet me.500hc..h to mujhe paytm  ke kitna rup mileage.. plz reply mi,0,0,0.0,0.915,0.085,0.0772,Positive
@Rizwan_ekkkkkk_,Sir me aap ka big fan ho mujhe koi sa earning aap chaiye 1 day 200 ya 300 please sir 🙏😭,0,0,0.0,0.796,0.204,0.5574,Positive
@Lalit_06-cw1wf,Koi app download mt kro pehle deposit mgta h app<br>😢😢,0,0,0.0,1.0,0.0,0.0,Neutral
@Motivational_saflta,Nice app best regards,0,0,0.0,0.222,0.778,0.7906,Positive
@binaykumarguptagupta4522,Captcha entry yy deta entry ka koe Kam hai mobile par to batayy,0,0,0.0,1.0,0.0,0.0,Neutral
@jaat_the_great736,bina recharge nhi khel sakte bro,0,0,0.0,1.0,0.0,0.0,Neutral
@user-vy8bn5xn5gsmokie,wat app is this bro,0,0,0.0,1.0,0.0,0.0,Neutral
@rahulpathade1883,Nice video brother ❤,0,0,0.0,0.417,0.583,0.4215,Positive
@Cometoyourdream72,Amazing video bro ❤❤❤,0,0,0.0,0.441,0.559,0.5859,Positive
@Sukhdev-wh1ey,Aamizing video explanation video,0,0,0.0,1.0,0.0,0.0,Neutral
@fullongaming4654,Par Mai to iPhone chalata hun😢,0,0,0.0,1.0,0.0,0.0,Neutral
@RoyalAadivasi-qg1zc,कौन-कौन इस गेम में पैसे कमा लिए😂😂😂,1,0,0.0,1.0,0.0,0.0,Neutral
@_AX_GIVEAWAYS,Bhai mujhe Trivia cash ka withdrawal receive ho gya,0,0,0.0,0.879,0.121,0.0258,Positive
@shajimuddin6245,Nice video and wandefull app,0,0,0.0,0.588,0.412,0.4215,Positive
@ashokd8004,Super super video ache lag bhai video,0,0,0.316,0.19,0.494,0.5859,Positive
@bhaveshsamat5296,Good video to you 🎉,0,0,0.0,0.508,0.492,0.4404,Positive
@humarchhattisgarh,Invite cod kaha hai bhai,0,0,0.0,0.714,0.286,0.1531,Positive
@SwarrajSoni-xr4sx,Bhai ye real hai ya nahi,0,0,0.0,1.0,0.0,0.0,Neutral
@Rahill1143,Bro sab kuch hoja reedem bhi pr paise nhi aate,0,0,0.0,1.0,0.0,0.0,Neutral
@Crazy_kush_942,This is amazing apppppppppppppppppp,1,0,0.0,0.441,0.559,0.5859,Positive
@misssita3704,Amazing video 🎉 🎉 🎉 🎉 🎉 🎉,0,0,0.0,0.208,0.792,0.5859,Positive
@antimatiwari661,Vishal gupta sir thank you so much mai apki videos ane ka dil se wait karti hu aur bahut hi acchi aur real loot ati hai and kaam Karo aap mujhe duniya ka sabse accha application lgta hai 😊😊,0,0,0.0,0.938,0.062,0.3612,Positive
@nafisaquraishi,Referal code kaha hai bhai,3,2,0.0,1.0,0.0,0.0,Neutral
@sangitachaudhari2233,App safe or not,0,0,0.0,0.508,0.492,0.4404,Positive
@FarhanAnsari-nc8su,Kaam karo application par withdrawal nhiii aaya abhi takkk😢😢,1,1,0.0,0.879,0.121,0.0258,Positive
@Neha_baisa.91,Kya bhaiya yaha safe to hena,0,0,0.0,0.633,0.367,0.4404,Positive
@arushkesharwani7639,Nice video,1,0,0.0,0.263,0.737,0.4215,Positive
@SanjayKumar-zc4fp,Earning app Nice looking,0,0,0.0,0.517,0.483,0.4215,Positive
@Mokker_true,Does. This work,0,0,0.0,1.0,0.0,0.0,Neutral
@mrun12,Amazing video 😊🎉❤,0,0,0.0,0.345,0.655,0.5859,Positive
@amazingfacts971,Agr ye fake hua to,0,0,0.437,0.563,0.0,-0.4767,Neutral
@AsifPatel-my9um,Informative🎉,0,0,0.0,1.0,0.0,0.0,Neutral
@photoeditor6715,🎉🎉🎉 very good video Bhai,0,0,0.0,0.556,0.444,0.4927,Positive
@subhashchaudhari7830,Great work bhai,0,0,0.0,0.328,0.672,0.6249,Positive
@nanduffgaming4448,This is interested application,0,0,0.0,0.526,0.474,0.4019,Positive
@TukeswarN.,Code kya ha yrr,0,0,0.0,0.556,0.444,0.34,Positive
@vaibhavsharma3089,Videos bahut hi accha tha,1,0,0.0,1.0,0.0,0.0,Neutral
@user-bm1jz7ru1u,Aap ki video roj dekhta hun bahut acchi ha aapki video dekhkar main abhi tak 2000 rupaye Kama chuka hun dhanyvad sair❤😂❤,0,0,0.0,0.897,0.103,0.34,Positive
@NOOBGAMER-pi3zj,Sir amazing 🎉🎉,0,0,0.0,0.345,0.655,0.5859,Positive
@GauravSingh-vs5pl,Very good earning app,0,0,0.0,0.484,0.516,0.4927,Positive
@Zuber2121,Nice video ❤,0,0,0.0,0.263,0.737,0.4215,Positive
@goodfoodtravel07,Paisa laga ke game khelna h kiya??,0,0,0.0,1.0,0.0,0.0,Neutral
@mahimatamang122,Kuchh smajh nhii aa rha kitni fast baat kr rhe ho 😂,0,0,0.0,1.0,0.0,0.0,Neutral
@user-zt8kx8dm2n,Thankyou for update,0,0,0.0,1.0,0.0,0.0,Neutral
@mayanksingh902,Great amazing video,0,0,0.0,0.112,0.888,0.836,Positive
@ashiksg9238,Really nice video 🙏,0,0,0.0,0.393,0.607,0.4754,Positive
@srrealprofit4670,Very nice video brother,0,0,0.0,0.492,0.508,0.4754,Positive
@ninjav.rgamer4898,Kon kon 100 coin ka lia aaiya haa,2,2,0.0,1.0,0.0,0.0,Neutral
@sanjitmalo1395,😮😮😮 oo so good app 🎉🎉🎉🎉,0,0,0.0,0.572,0.428,0.5777,Positive
@AmitKumar-zt2mw,Aur game ka invite code bhi nhi diya,0,0,0.0,0.814,0.186,0.1531,Positive
@sammytarat9087,Phonepe kam karta kya,0,0,0.0,1.0,0.0,0.0,Neutral
@Xaranga_Official,Thank you bhaiya 😊❤,1,0,0.0,0.545,0.455,0.3612,Positive
@trmidiaa2020,Aare sir koi free mei earning bala app do jese Dani data k,0,0,0.0,0.769,0.231,0.5106,Positive
@santughosh1127,Very usefull Video,0,0,0.0,1.0,0.0,0.0,Neutral
@ganeshdas7866,Second i know i can&#39;t get a pin 😅😔,1,0,0.0,1.0,0.0,0.0,Neutral
@Sykorex_,Hindcash code invalid hai bro😢,1,0,0.0,1.0,0.0,0.0,Neutral
@knowledge.210,Galt bata rha he110 ka bouse use nhi Ho rha he,0,0,0.0,1.0,0.0,0.0,Neutral
@shivamrajpootshivamrajpoot2206,Bhai mera 150₹ chala gaya faltu me please kuch kro 😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭,0,0,0.0,0.813,0.187,0.3182,Positive
@Studysetup1,Refferal code,0,0,0.0,1.0,0.0,0.0,Neutral
@freepatymcashpatym2676,My candy Crush label 3500+ label complete,0,0,0.211,0.789,0.0,-0.1531,Neutral
@Valvi_cartoon,Free shipping on all the attachment of resume for the evening and your welcome brother in,0,0,0.0,0.605,0.395,0.8176,Positive
@user-eb9pu7de7f,"<a href=""https://www.youtube.com/watch?v=P2Kav8IInns&amp;t=124"">2:04</a>",0,0,0.0,1.0,0.0,0.0,Neutral
@pythonff3104,Code kha hai,0,0,0.0,1.0,0.0,0.0,Neutral
@_SIGMA_SATISFYING,Brother sign up nhi ho raha hai,0,0,0.0,1.0,0.0,0.0,Neutral
